park_id,food_id,name,section,price,category,description,is_new,team,park,city
braves,129,Smoked Sausage Dog,Section 108,$11,Classic,Grilled smoked sausage on a hoagie with stone-ground mustard and pickled peppers.,false,Atlanta Braves,Truist Park,"Atlanta, GA"
braves,130,Loaded Cheese Fries,All Concourses,$11,Sides,"Crispy fries topped with pimento cheese, bacon crumbles, and green onions — a Southern spin.",false,Atlanta Braves,Truist Park,"Atlanta, GA"
marlins,131,Cuban Sandwich,All Concourses,$13,Sandwiches,"The Miami classic: pressed roasted pork, ham, Swiss, pickles, and mustard on Cuban bread.",false,Miami Marlins,loanDepot park,"Miami, FL"
marlins,132,Stone Crab Claws,Club Level,$26,Seafood,Florida stone crab claws served cold with mustard sauce.,false,Miami Marlins,loanDepot park,"Miami, FL"
marlins,133,Ceviche Cup,Section 9,$13,Seafood,"Fresh citrus-cured shrimp ceviche with cilantro, onion, and tortilla chips.",false,Miami Marlins,loanDepot park,"Miami, FL"
marlins,134,Tostones,Section 14,$9,Sides,Crispy twice-fried green plantains with garlic mojo dipping sauce.,false,Miami Marlins,loanDepot park,"Miami, FL"
marlins,135,Tres Leches Cake,Section 21,$8,Dessert,Moist sponge cake soaked in three milks and topped with whipped cream.,false,Miami Marlins,loanDepot park,"Miami, FL"
marlins,136,The Machete,Section 12,$26,Mexican,"A two-foot homemade flour tortilla griddled with melted mozzarella and Oaxaca cheeses, house-marinated carne asada, smoky guajillo pepper sauce, salsa verde, and cilantro — comes in a custom carrying case.",true,Miami Marlins,loanDepot park,"Miami, FL"
marlins,137,Ropa Vieja Bowl,Section 18,$15,Sandwiches,Slow-braised shredded beef in sofrito sauce over rice with plantains and black beans.,false,Miami Marlins,loanDepot park,"Miami, FL"
marlins,138,Medianoche,All Concourses,$12,Sandwiches,"A sweeter, egg-roll Cuban sandwich on soft medianoche bread — a Miami midnight tradition.",false,Miami Marlins,loanDepot park,"Miami, FL"
mets,139,Shake Shack Burger,Section 126,$13,Burgers,The iconic ShackBurger with American cheese and ShackSauce.,false,New York Mets,Citi Field,"New York, NY"
mets,140,NY Knish,Main Concourse,$8,Classic,Flaky potato knish — a true Queens street food staple.,false,New York Mets,Citi Field,"New York, NY"
mets,141,Flushing Ramen,Section 103,$17,Asian,Tonkotsu ramen with chashu pork and soft-boiled egg.,false,New York Mets,Citi Field,"New York, NY"
mets,142,Lemon Ice,All Concourses,$6,Dessert,Classic Italian ice — the perfect summer treat.,false,New York Mets,Citi Field,"New York, NY"
mets,143,Grilled Corn,Section 140,$9,Sides,Flame-grilled corn with herb butter and cotija cheese.,false,New York Mets,Citi Field,"New York, NY"
mets,144,9-9-9 Mini Hot Dog & Beer Flight,Section 135,$38,Classic,Nine mini hot dogs and nine flight-sized beers to enjoy over nine innings — served in custom Mets-branded packaging.,true,New York Mets,Citi Field,"New York, NY"
mets,145,Rainbow Cookie Egg Roll,Section 120,$11,Dessert,NYC's beloved Italian-American rainbow cookie transformed into a crispy fried egg roll dusted with powdered sugar.,false,New York Mets,Citi Field,"New York, NY"
mets,146,Birria Tacos,Section 110,$15,Mexican,"Slow-braised beef birria tacos with consommé for dipping, onions, and cilantro.",false,New York Mets,Citi Field,"New York, NY"
phillies,147,Philly Cheesesteak,All Concourses,$15,Sandwiches,"Whiz wit — shaved ribeye, Cheez Whiz, and fried onions on an Amoroso roll.",false,Philadelphia Phillies,Citizens Bank Park,"Philadelphia, PA"
phillies,148,The Schmitter,Section 140,$14,Sandwiches,"Roast beef, salami, tomato, onions, and Schmitter sauce on a Kaiser roll.",false,Philadelphia Phillies,Citizens Bank Park,"Philadelphia, PA"
phillies,149,Soft Pretzel,All Concourses,$6,Snacks,A giant Philly-style soft pretzel with yellow mustard.,false,Philadelphia Phillies,Citizens Bank Park,"Philadelphia, PA"
phillies,150,TastyKake,All Concourses,$4,Dessert,Philly's beloved TastyKake in butterscotch krimpet or chocolate.,false,Philadelphia Phillies,Citizens Bank Park,"Philadelphia, PA"
phillies,151,WaWa Hoagie,Section 126,$12,Sandwiches,Built-to-order hoagie from Philly's iconic WaWa.,false,Philadelphia Phillies,Citizens Bank Park,"Philadelphia, PA"
phillies,152,1883 Burger Co Smash Burger,"Sections 109, 207",$16,Burgers,"Two Pat LaFrieda signature blend patties with American cheese, Grillo's Pickles, and sweet heat sauce on a Liscio's Bakery potato roll.",true,Philadelphia Phillies,Citizens Bank Park,"Philadelphia, PA"
phillies,153,Sánchez Sliders,Coca-Cola Corner,$14,Sandwiches,Honey-spiced chicken sliders created with pitcher Cristopher Sánchez — a portion benefits Clínica de Familia in his hometown.,true,Philadelphia Phillies,Citizens Bank Park,"Philadelphia, PA"
phillies,154,Schwarbomb Sundae,Coca-Cola Corner,$16,Dessert,"A shareable sundae topped with a fried strawberry Uncrustable, served in an All-Star Game helmet. A portion benefits Kyle Schwarber's foundation.",true,Philadelphia Phillies,Citizens Bank Park,"Philadelphia, PA"
phillies,155,Wilt's Chocolate Smothered Berries,Section 111,$12,Dessert,A viral sensation from Reading Terminal Market — fresh berries smothered in warm chocolate sauce.,true,Philadelphia Phillies,Citizens Bank Park,"Philadelphia, PA"
nationals,156,Half-Smoke,All Concourses,$11,Classic,"The DC icon: half pork, half beef smoked sausage with mustard and chili — Ben's Chili Bowl style.",false,Washington Nationals,Nationals Park,"Washington, DC"
nationals,157,Mumbo Wings,Section 114,$16,Snacks,Crispy wings tossed in DC's legendary sweet and tangy Mumbo sauce.,false,Washington Nationals,Nationals Park,"Washington, DC"
nationals,158,Maryland Crab Pretzel,Section 133,$14,Snacks,Giant pretzel topped with crab dip and Old Bay seasoning.,false,Washington Nationals,Nationals Park,"Washington, DC"
nationals,159,Pulled Pork Sandwich,Right Field,$14,BBQ,Slow-smoked pulled pork with Carolina sauce and slaw.,false,Washington Nationals,Nationals Park,"Washington, DC"
nationals,160,Cherry Blossom Slush,All Concourses,$7,Dessert,A DC springtime tribute — pink cherry blossom lemonade slushie.,false,Washington Nationals,Nationals Park,"Washington, DC"
nationals,161,DC Monument Chicken Tower,Section 120,$16,Sandwiches,"Grilled chicken, smoked bacon, mixed greens, creamy chipotle ranch, and gruyère cheese on a soft pretzel bun — inspired by the Washington Monument.",true,Washington Nationals,Nationals Park,"Washington, DC"
nationals,162,Screech Burger Sliders,Section 110,$13,Burgers,Named after the Nationals' beloved eagle mascot — mini smash burgers with special Screech sauce and pickles.,true,Washington Nationals,Nationals Park,"Washington, DC"
nationals,163,Ssongs Korean Hot Dog,Right Field,$12,Snacks,"A viral Korean corn dog in rice cake or cornmeal batter with your choice of fillings, from a new 2026 vendor.",true,Washington Nationals,Nationals Park,"Washington, DC"
cubs,164,Chicago-Style Hot Dog,All Concourses,$8,Classic,"Vienna beef dog, yellow mustard, neon relish, tomato, pickle, sport peppers — no ketchup!",false,Chicago Cubs,Wrigley Field,"Chicago, IL"
cubs,165,Italian Beef,Terrace Level,$15,Sandwiches,"Thinly sliced seasoned beef on Italian bread, dipped in gravy.",false,Chicago Cubs,Wrigley Field,"Chicago, IL"
cubs,166,Deep Dish Slice,Section 105,$14,Pizza,A proper Chicago deep dish slice with sausage and marinara.,false,Chicago Cubs,Wrigley Field,"Chicago, IL"
cubs,167,Cracker Jack,All Concourses,$5,Classic,The original caramel-coated popcorn and peanuts — buy me some!,false,Chicago Cubs,Wrigley Field,"Chicago, IL"
cubs,168,Portillo's Char Dog,Section 210,$10,Classic,Charred Portillo's hot dog loaded with the works.,false,Chicago Cubs,Wrigley Field,"Chicago, IL"
cubs,169,Chicken & Churros,Section 116,$18,Sandwiches,Crispy fried chicken thighs paired with churros drizzled with ancho syrup and served with fresh strawberries.,true,Chicago Cubs,Wrigley Field,"Chicago, IL"
cubs,170,Tostada Stacks,Section 122,$13,Mexican,"Crispy tostadas stacked with refried beans, seasoned beef, shredded lettuce, pico, and cotija cheese.",true,Chicago Cubs,Wrigley Field,"Chicago, IL"
cubs,171,Bao Wow Dog,Section 128,$13,Classic,"A ballpark frank nestled in a steamed bao bun with sesame mayo, pickled daikon, and scallions.",true,Chicago Cubs,Wrigley Field,"Chicago, IL"
cubs,172,Chimichurri Tri-Tip Sandwich,Section 105,$17,BBQ,Ancho-marinated tri-tip sliced thin on a hoagie with house-made chimichurri and pickled peppers.,true,Chicago Cubs,Wrigley Field,"Chicago, IL"
reds,173,Skyline Chili Coney,All Concourses,$9,Classic,The Cincinnati original: hot dog smothered in Skyline's signature chili and shredded cheddar.,false,Cincinnati Reds,Great American Ball Park,"Cincinnati, OH"
reds,174,Cincinnati 3-Way,Section 118,$11,Classic,Spaghetti topped with Cincinnati chili and a mound of shredded cheddar cheese.,false,Cincinnati Reds,Great American Ball Park,"Cincinnati, OH"
reds,175,Graeter's Ice Cream,Section 134,$8,Dessert,Handcrafted French pot ice cream from Cincinnati's legendary Graeter's.,false,Cincinnati Reds,Great American Ball Park,"Cincinnati, OH"
reds,176,LaRosa's Pizza Slice,All Concourses,$9,Pizza,A slice from Cincinnati's beloved local pizza chain.,false,Cincinnati Reds,Great American Ball Park,"Cincinnati, OH"
reds,177,Goetta Sandwich,Section 109,$12,Sandwiches,Cincinnati's beloved oats-and-pork patty on a brioche bun.,false,Cincinnati Reds,Great American Ball Park,"Cincinnati, OH"
reds,178,Queen City Classic Burger,Fan Zone near Section 130,$16,Burgers,"Double all-beef smash burger with American cheese, special sauce, lettuce, and tomato on a potato roll with colossal crisp fries.",true,Cincinnati Reds,Great American Ball Park,"Cincinnati, OH"
reds,179,Queen City Crunch Burger,Fan Zone near Section 130,$16,Burgers,Double smash burger with pimento cheese and crushed Grippo's chips on a potato roll — a Cincinnati original.,true,Cincinnati Reds,Great American Ball Park,"Cincinnati, OH"
reds,180,Stadium Burnt Ends,Section 130,$15,BBQ,"Hot dog cut and fried hard, tossed with BBQ sauce, BBQ rub, and white BBQ seasoning, finished with pickled red onions.",true,Cincinnati Reds,Great American Ball Park,"Cincinnati, OH"
reds,181,Double Player Donut Parfait,Section 130,$13,Dessert,"Cinnamon sugar donuts with house-made banana pudding, vanilla wafers, Cinnamon Toast Crunch, whipped cream, and caramel sauce.",true,Cincinnati Reds,Great American Ball Park,"Cincinnati, OH"
reds,182,"G.L.T. (Goetta, Lettuce & Tomato)",Section 118,$12,Sandwiches,"Crispy Glier's goetta patty with lettuce, tomato, pickles, American cheese, and Woeber's horseradish aioli on slider buns.",true,Cincinnati Reds,Great American Ball Park,"Cincinnati, OH"
brewers,183,Bratwurst,All Concourses,$9,Classic,"A Wisconsin classic: grilled brat on a roll with sauerkraut, Stadium Sauce, and onions.",false,Milwaukee Brewers,American Family Field,"Milwaukee, WI"
brewers,184,Cheese Curds,All Concourses,$9,Snacks,"Fresh Wisconsin cheese curds, lightly battered and fried golden.",false,Milwaukee Brewers,American Family Field,"Milwaukee, WI"
brewers,185,Fish Fry Sandwich,Section 118,$14,Seafood,Beer-battered cod — a Wisconsin Friday tradition — on a hoagie with tartar and slaw.,false,Milwaukee Brewers,American Family Field,"Milwaukee, WI"
brewers,186,Brat Nachos,Section 105,$15,Snacks,"Nachos topped with sliced brat, Stadium Sauce, and cheddar.",false,Milwaukee Brewers,American Family Field,"Milwaukee, WI"
brewers,187,Kringle Pastry,Main Level,$7,Dessert,A flaky Danish pastry ring — Wisconsin's official state pastry.,false,Milwaukee Brewers,American Family Field,"Milwaukee, WI"
brewers,188,Spotted Cow Brat,Section 110,$11,Classic,"Bratwurst simmered in New Glarus Spotted Cow ale, then grilled and served with whole-grain mustard.",false,Milwaukee Brewers,American Family Field,"Milwaukee, WI"
brewers,189,Cheese Board,Club Level,$18,Snacks,A selection of Wisconsin artisan cheeses with local crackers and fruit — a nod to the Dairy State.,false,Milwaukee Brewers,American Family Field,"Milwaukee, WI"
brewers,190,Frozen Custard Concrete,All Concourses,$9,Dessert,Dense Milwaukee-style frozen custard blended with mix-ins — a Midwest staple thicker than ice cream.,false,Milwaukee Brewers,American Family Field,"Milwaukee, WI"
brewers,1183,Deep-Fried Kringle,Fair Foods Stand,$10,Dessert,Wisconsin's beloved flaky Danish pastry ring battered and deep-fried to golden perfection — a State Fair staple now at every home game.,true,Milwaukee Brewers,American Family Field,"Milwaukee, WI"
brewers,1184,Nachos on a Stick,Fair Foods Stand,$9,Snacks,A playful fair-inspired creation: nacho-loaded corn on a stick with cheese sauce and jalapeños.,true,Milwaukee Brewers,American Family Field,"Milwaukee, WI"
brewers,1185,Cream Puff,Fair Foods Stand,$8,Dessert,A Wisconsin State Fair classic — a pillowy choux puff filled with fresh whipped cream.,true,Milwaukee Brewers,American Family Field,"Milwaukee, WI"
brewers,1186,Bebe Zito Chicken Sandwich,3rd Street Market Hall Annex,$15,Sandwiches,"A crispy chicken sandwich from beloved Milwaukee local Bebe Zito, served with tenders and fries.",true,Milwaukee Brewers,American Family Field,"Milwaukee, WI"
brewers,1187,Chicken Ice Cream,3rd Street Market Hall Annex,$11,Dessert,Bebe Zito's wildly unique signature: a sweet Carmelia chocolate core surrounded by butterscotch and caramelized corn flakes shaped like a chicken drumstick.,true,Milwaukee Brewers,American Family Field,"Milwaukee, WI"
brewers,1188,Drip Chocolate Treats,3rd Street Market Hall Annex Sweets Stand,$8,Dessert,"Chocolate-dipped indulgences from Drip Chocolate, a Milwaukee local startup in their first season at the ballpark.",true,Milwaukee Brewers,American Family Field,"Milwaukee, WI"
brewers,1189,Sticky Maple Chicken Sandwich,Chicken Stands,$14,Sandwiches,Crispy fried chicken glazed with sticky maple sauce on a brioche bun.,true,Milwaukee Brewers,American Family Field,"Milwaukee, WI"
brewers,1190,Al Pastor Topped Dog,Topped Dog Stands,$13,Classic,"A ballpark frank loaded with al pastor-seasoned pork, pineapple, onion, and cilantro.",true,Milwaukee Brewers,American Family Field,"Milwaukee, WI"
brewers,1191,Cheesesteak,Field Level Kiosk,$15,Sandwiches,Shaved beef with melted cheese and grilled onions on a hoagie roll — a new Field Level addition for 2026.,true,Milwaukee Brewers,American Family Field,"Milwaukee, WI"
brewers,1192,K&L Barbeque Brisket Platter,The Alley Food Truck Park,$20,BBQ,"Texas-style smoked brisket from K&L Barbeque, a new Milwaukee local vendor debuting at The Alley — served with coleslaw and pickles.",true,Milwaukee Brewers,American Family Field,"Milwaukee, WI"
pirates,191,Primanti Brothers Sandwich,All Concourses,$14,Sandwiches,"The Pittsburgh icon: a sandwich stuffed with fries, coleslaw, and your choice of meat — all inside the bread.",false,Pittsburgh Pirates,PNC Park,"Pittsburgh, PA"
pirates,192,Pierogi,Section 109,$10,Snacks,Potato and cheese pierogis with caramelized onions — Pittsburgh's cultural staple.,false,Pittsburgh Pirates,PNC Park,"Pittsburgh, PA"
pirates,193,Loaded Fries,All Concourses,$11,Sides,"Fries loaded with cheddar cheese, bacon, and sour cream.",false,Pittsburgh Pirates,PNC Park,"Pittsburgh, PA"
pirates,194,Whoopie Pie,Section 124,$6,Dessert,Classic Pennsylvania whoopie pie with chocolate cake and cream filling.,false,Pittsburgh Pirates,PNC Park,"Pittsburgh, PA"
pirates,195,Boricua Dog,Section 132,$13,Classic,"A Puerto Rican hot dog with Pittsburgh flair: sofrito beef, braised onion, Small Street Deli kraut, yellow mustard, ketchup, and potato sticks on a roll.",true,Pittsburgh Pirates,PNC Park,"Pittsburgh, PA"
pirates,196,Heavy Hitter Dog,Section 146,$15,Classic,"A footlong hot dog with cornbread coating, pico de gallo, and yellow mustard, served in a special baseball bat boat.",true,Pittsburgh Pirates,PNC Park,"Pittsburgh, PA"
pirates,197,Nutella Beignets,Section 118,$10,Dessert,"Hot, pillowy beignets dusted with powdered sugar and served with a Nutella dipping sauce.",true,Pittsburgh Pirates,PNC Park,"Pittsburgh, PA"
pirates,198,Cold Pierogi Salad,HPC Market Section 118,$11,Sides,"Pierogis tossed in a salad with green onion, diced bacon, sour cream dressing, shredded cheddar, and garlic ranch.",true,Pittsburgh Pirates,PNC Park,"Pittsburgh, PA"
pirates,199,Empanadas,Section 136,$10,Snacks,Freshly baked empanadas with ajo crema — available in chicken or vegan.,true,Pittsburgh Pirates,PNC Park,"Pittsburgh, PA"
cardinals,200,Pork Steak Sandwich,Section 145,$14,BBQ,Slow-cooked pork steak with Maull's BBQ sauce on a hoagie.,false,St. Louis Cardinals,Busch Stadium,"St. Louis, MO"
cardinals,201,St. Louis-Style Pizza,Section 108,$12,Pizza,Provel cheese pizza with cracker-thin crust — a true St. Louis original.,false,St. Louis Cardinals,Busch Stadium,"St. Louis, MO"
cardinals,202,Toasted Ravioli,Main Concourse,$10,Snacks,Breaded and deep-fried ravioli with marinara — a St. Louis specialty.,false,St. Louis Cardinals,Busch Stadium,"St. Louis, MO"
cardinals,203,Gooey Butter Cake,Section 232,$7,Dessert,"The iconic St. Louis dessert — dense, buttery, and irresistible.",false,St. Louis Cardinals,Busch Stadium,"St. Louis, MO"
cardinals,204,Budweiser Brat,All Concourses,$9,Classic,Bratwurst simmered in Budweiser with sauerkraut and mustard.,false,St. Louis Cardinals,Busch Stadium,"St. Louis, MO"
cardinals,205,Ted Drewes Frozen Custard,Section 150,$8,Dessert,A scoop from St. Louis's beloved Route 66 frozen custard stand — a Missouri icon since 1929.,false,St. Louis Cardinals,Busch Stadium,"St. Louis, MO"
cardinals,206,STL-Style BBQ Nachos,Section 132,$14,Snacks,"Loaded nachos with pulled pork, Maull's BBQ sauce, shredded cheddar, and pickled jalapeños.",false,St. Louis Cardinals,Busch Stadium,"St. Louis, MO"
cardinals,207,Provel Cheesesteak,Section 120,$15,Sandwiches,Shaved ribeye on a hoagie roll melted with St. Louis's signature Provel cheese and grilled peppers and onions.,false,St. Louis Cardinals,Busch Stadium,"St. Louis, MO"
diamondbacks,208,Sonoran Hot Dog,All Concourses,$10,Classic,"A bacon-wrapped dog in a bolillo roll with pinto beans, tomato, mayo, mustard, and jalapeño sauce.",false,Arizona Diamondbacks,Chase Field,"Phoenix, AZ"
diamondbacks,209,Green Chile Burger,Section 126,$15,Burgers,A beef patty topped with roasted Hatch green chile and pepper jack cheese.,false,Arizona Diamondbacks,Chase Field,"Phoenix, AZ"
diamondbacks,210,Carne Asada Nachos,Section 109,$16,Mexican,"Grilled carne asada on chips with queso, guac, and pico.",false,Arizona Diamondbacks,Chase Field,"Phoenix, AZ"
diamondbacks,211,Prickly Pear Lemonade Slush,All Concourses,$7,Dessert,A refreshing Arizona original — tart prickly pear cactus lemonade slush.,false,Arizona Diamondbacks,Chase Field,"Phoenix, AZ"
diamondbacks,212,Churros con Chocolate,Left Field,$8,Dessert,Cinnamon-sugar churros with a rich Mexican chocolate dipping sauce.,false,Arizona Diamondbacks,Chase Field,"Phoenix, AZ"
diamondbacks,213,Elote Corn Dog,Section 110,$13,Classic,"A footlong hot dog topped with fire-roasted corn, Cotija cheese, Tajín, cilantro, and chipotle aioli.",true,Arizona Diamondbacks,Chase Field,"Phoenix, AZ"
diamondbacks,214,128-Ounce Bucket of Nachos,50/50 Stand near Section 110,$34,Snacks,"A gallon-sized bucket of nachos — topped with your choice of barbacoa, carnitas, or fajita veggies. Allegedly shareable.",true,Arizona Diamondbacks,Chase Field,"Phoenix, AZ"
diamondbacks,215,Salted Caramel Loaded Milkshake,Section 122,$17,Dessert,"A towering salted caramel milkshake topped with whipped cream, Cracker Jack, Kit Kats, and Nutter Butters.",true,Arizona Diamondbacks,Chase Field,"Phoenix, AZ"
rockies,216,Colorado Green Chile Dog,All Concourses,$11,Classic,A ballpark frank smothered in Colorado-style Hatch green chile.,false,Colorado Rockies,Coors Field,"Denver, CO"
rockies,217,Bison Burger,Section 115,$17,Burgers,A lean Colorado bison patty with smoked cheddar and wild mushrooms.,false,Colorado Rockies,Coors Field,"Denver, CO"
rockies,218,Rocky Mountain Oysters,Section 148,$12,Snacks,Colorado's infamous delicacy — deep-fried bull testicles. An adventurous ballpark must-try.,false,Colorado Rockies,Coors Field,"Denver, CO"
rockies,219,Green Chile Nachos,Main Concourse,$14,Snacks,"Nachos topped with Colorado green chile, queso, jalapeños, and sour cream.",false,Colorado Rockies,Coors Field,"Denver, CO"
rockies,220,Lavender Honey Ice Cream,Section 104,$8,Dessert,Colorado lavender and local honey ice cream in a waffle cone.,false,Colorado Rockies,Coors Field,"Denver, CO"
rockies,221,Green Chile Smash Burger,Section 128,$16,Burgers,"Double smash patties with Hatch green chile queso, crispy onions, and pickles on a potato roll.",false,Colorado Rockies,Coors Field,"Denver, CO"
rockies,222,Elitch's Churro,Section 140,$8,Dessert,"A nod to Denver's beloved amusement park — a thick, doughy churro with cinnamon sugar.",false,Colorado Rockies,Coors Field,"Denver, CO"
rockies,223,Colorado BBQ Pulled Pork Sandwich,Section 110,$14,BBQ,Slow-smoked pulled pork with Colorado green chile BBQ sauce and jalapeño slaw on a brioche bun.,false,Colorado Rockies,Coors Field,"Denver, CO"
dodgers,224,Dodger Dog,All Concourses,$7,Classic,The legendary 10-inch Dodger Dog — a ballpark institution since 1962.,false,Los Angeles Dodgers,Dodger Stadium,"Los Angeles, CA"
dodgers,225,Elote,Reserve Level,$10,Sides,"Mexican street corn with cotija cheese, mayo, chili, and lime.",false,Los Angeles Dodgers,Dodger Stadium,"Los Angeles, CA"
dodgers,226,Churros,Left Field Pavilion,$8,Dessert,Fresh-fried churros dusted with cinnamon sugar.,false,Los Angeles Dodgers,Dodger Stadium,"Los Angeles, CA"
dodgers,227,Loaded Nachos,Loge Level,$15,Snacks,"Tortilla chips piled with cheese, jalapeños, sour cream, and pico.",false,Los Angeles Dodgers,Dodger Stadium,"Los Angeles, CA"
dodgers,228,Acai Bowl,Top Deck,$13,Healthy,"Blended acai with granola, banana, and honey.",false,Los Angeles Dodgers,Dodger Stadium,"Los Angeles, CA"
dodgers,229,Cochinita Pibil Bone Marrow Taco,"LA Feeds Blue, Left Field Plaza",$17,Mexican,"House-braised slow-roasted pork topped with rich roasted bone marrow, pickled onions, and fresh cilantro on warm blue corn tortillas.",true,Los Angeles Dodgers,Dodger Stadium,"Los Angeles, CA"
dodgers,230,Char Siu Pork Loaded Fries,"LA Feeds Blue, Left Field Plaza",$16,Sides,"Crispy fries topped with house-made char siu pork and furikake spice, served with Sriracha mayo.",true,Los Angeles Dodgers,Dodger Stadium,"Los Angeles, CA"
dodgers,231,Loco Moco Bowl,"LA Feeds Blue, Left Field Plaza",$17,Asian,"A Hawaiian comfort classic: seared beef patty over steamed rice, smothered in savory brown gravy and crowned with a sunny-side up egg.",true,Los Angeles Dodgers,Dodger Stadium,"Los Angeles, CA"
dodgers,232,Watermelon Habanero Margarita,All Bar Locations,$22,Drinks,Tart and spicy watermelon margarita served in a custom souvenir mini cooler.,true,Los Angeles Dodgers,Dodger Stadium,"Los Angeles, CA"
padres,233,Baja Fish Tacos,All Concourses,$13,Seafood,"Beer-battered Baja-style fish tacos with cabbage, crema, and pico — a San Diego staple.",false,San Diego Padres,Petco Park,"San Diego, CA"
padres,234,Cali Burrito,Section 106,$15,Mexican,"A San Diego original: carne asada, french fries, guacamole, and salsa all wrapped up together.",false,San Diego Padres,Petco Park,"San Diego, CA"
padres,235,Lobster Grilled Cheese,Section 120,$22,Seafood,Butter-griddled sourdough stuffed with fresh lobster and melted gruyère.,false,San Diego Padres,Petco Park,"San Diego, CA"
padres,236,Churro Dog,Section 135,$10,Dessert,A churro in a chocolate-dipped waffle cone 'bun' with soft serve and caramel.,false,San Diego Padres,Petco Park,"San Diego, CA"
padres,237,Carnitas Fries,Main Concourse,$13,Mexican,"Fries piled with slow-braised carnitas, guac, pico, and crema.",false,San Diego Padres,Petco Park,"San Diego, CA"
padres,238,Banana Bread Pudding Helmet,All Concourses,$13,Dessert,"Warm banana bread pudding with caramel sauce and whipped cream, served in a souvenir helmet.",true,San Diego Padres,Petco Park,"San Diego, CA"
padres,239,Al Pastor Street Taco,Section 108,$5,Mexican,"Marinated spit-roasted pork taco with pineapple, onion, and cilantro on a doubled corn tortilla.",false,San Diego Padres,Petco Park,"San Diego, CA"
padres,240,Poke Bowl,Section 130,$17,Healthy,"Fresh ahi tuna poke with sushi rice, edamame, avocado, cucumber, and sesame shoyu.",false,San Diego Padres,Petco Park,"San Diego, CA"
giants,241,Gilroy Garlic Fries,All Concourses,$10,Sides,The famous Oracle Park garlic fries — a SF institution.,false,San Francisco Giants,Oracle Park,"San Francisco, CA"
giants,242,Dungeness Crab Sandwich,Portwalk,$25,Seafood,Fresh Dungeness crab on sourdough with Old Bay aioli.,false,San Francisco Giants,Oracle Park,"San Francisco, CA"
giants,243,Mission-Style Burrito,Left Field,$16,Mexican,"Foil-wrapped super burrito with rice, beans, and salsa.",false,San Francisco Giants,Oracle Park,"San Francisco, CA"
giants,244,Sourdough Chowder Bowl,Right Field,$14,Seafood,Creamy clam chowder in a classic SF sourdough bowl.,false,San Francisco Giants,Oracle Park,"San Francisco, CA"
giants,245,McCovey's Fish & Chips,Left Center,$18,Seafood,Beer-battered Pacific cod with fries and tartar sauce.,false,San Francisco Giants,Oracle Park,"San Francisco, CA"
giants,246,Char Siu Glazed Foot-Long Hot Dog,All Concourses,$13,Classic,A foot-long hot dog glazed in sweet and savory char siu sauce with scallions and sesame seeds.,true,San Francisco Giants,Oracle Park,"San Francisco, CA"
giants,247,Bánh Mì,Section 120,$14,Asian,"A fresh bánh mì sandwich with choice of protein, pickled daikon, jalapeño, cilantro, and house sauce on a crispy baguette.",true,San Francisco Giants,Oracle Park,"San Francisco, CA"
giants,248,Rice Bowl,Section 114,$15,Asian,A rotating rice bowl inspired by the Bay Area's diverse Asian food culture — chef's seasonal selection.,true,San Francisco Giants,Oracle Park,"San Francisco, CA"